c_temp_pv,k_rpm_pv,n_temp_pv,scale_pv,s_temp_pv
70.3,191,67.4,3.02,66.7
70.2,191,67.4,3.02401,66.8
70.2,191,67.3,3.044176667,67
70.3,191,67.3,3.02,67
70.3,191,67.3,3.02,67.1
70.2,191,67.2,3.0203,67.2
70.2,191,67.2,3.0123,67.4
70.2,191,67.2,3.03,67.5
70.2,191,67.2,3.03,67.6
70.2,191,67.2,3.025195,67.7
70.2,191,67.2,3.024125,68
70.2,191,67.3,3.02,68
70.4,191,67.3,3.02,68
70.3,191,67.2,3.026171667,68.2
70.2,191,67.3,3.0277,68.2
70.3,191,67.4,3.03,68.3
70.2,191,67.3,3.03,68.2
70.2,191,67.3,3.03,68.2
70.3,191,67.3,3.032245,68.1
70.3,191,67.4,3.03,68.1
70.3,191,67.3,3.03,67.7
70.3,191,67.3,3.0313,67.5
70.3,191,67.3,3.029933333,67.3
70.2,191,67.3,3.04795,67.2
70.3,191,67.2,3.04,67
70.3,191,67.2,3.04,66.9
70.3,191,67.2,3.036339762,66.9
70.4,191,67.1,3.040885,66.7
70.3,191,67.2,3.03,66.7
70.3,191,67.1,3.03,66.7
70.2,191,67.2,3.051616667,66.5
70.3,191,67.2,3.035473333,66.3
70.2,191,67.2,3.04,66.2
70.3,191,67.2,3.04,66.1
70.3,191,67.2,3.039071667,66
70.2,191,67.2,3.033583333,66
70.3,191,67.3,3.03,65.9
70.3,191,67.3,3.03,65.9
70.2,191,67.3,3.026391667,65.9
70.3,191,67.4,3.0354,66
70.3,191,67.4,3.0354,66
70.2,191,67.5,3.03,66.1
70.3,191,67.4,3.03,66.1
70.3,191,67.5,3.024184524,66.2
70.2,191,67.4,3.032091667,66.2
70.3,191,67.5,3.03,66.3
70.3,191,67.5,3.03,66.5
70.2,191,67.5,3.039866667,66.6
70.3,191,67.5,3.027487778,66.7
70.2,191,67.5,3.03,66.9
70.3,191,67.5,3.03,66.9
70.3,191,67.4,3.0235,67.1
70.3,191,67.4,3.033225,67.3
70.3,191,67.4,3.05,67.4
70.2,191,67.3,3.05,67.5
70.3,191,67.2,3.029966667,67.6
70.3,191,67.3,3.03025,67.7
70.3,191,67.2,3.03,67.8
70.3,191,67.2,3.03,68
70.4,191,67.1,3.03,68.1
70.3,191,67,3.03533,68.2
70.3,191,67,3.03533,68.2
70.3,191,66.9,3.04,68.3
70.3,191,67,3.04,68.3
70.3,191,66.9,3.033855,68.2
70.5,191,67,3.026225,68.3
70.3,191,66.9,3.03,68.1
70.4,191,66.8,3.03,67.9
70.4,191,66.9,3.03,67.7
70.3,191,66.8,3.01695,67.7
70.4,191,66.7,3.03,67.6
70.4,191,66.7,3.03,67.4
70.3,191,66.6,3.03,67.2
70.3,191,66.5,3.0171,67.2
70.3,191,66.6,3.0252,67
70.3,191,66.5,3.02,66.9
70.3,191,66.5,3.03,66.8
70.4,191,66.5,3.018783333,66.6
70.3,191,66.5,3.0124,66.5
70.3,191,66.4,3.0123,66.4
70.3,191,66.5,3.02,66.3
70.3,191,66.4,3.02,66.2
70.3,191,66.3,3.02,66.2
70.3,191,66.3,3.023427222,66.1
70.3,191,66.3,3.03,66.1
70.3,191,66.3,3.02,66.1
70.3,191,66.3,3.02,66
70.3,191,66.3,3.021538889,66
70.3,191,66.2,3.019673333,66.1
70.3,191,66.3,3.03,66.1
70.3,191,66.4,3.03,66.1
70.3,191,66.2,3.011596667,66.2
70.2,191,66.2,3.017506667,66.2
70.3,191,66.2,3.01,66.2
70.3,191,66.3,3.01,66.2
70.3,191,66.2,3.015721667,66.3
70.3,191,66.3,3.018578333,66.3
70.3,191,66.4,3.01,66.4
70.3,191,66.4,3.01,66.5
70.3,191,66.4,3.0123,66.4
70.3,191,66.5,3.0119,66.6
70.3,191,66.5,3,66.7
70.4,191,66.6,3,66.8
70.4,191,66.6,3.0103,66.8
70.3,191,66.6,3.0252,67
70.4,191,66.7,3.03,67.1
70.4,191,66.5,3.03,67.2
70.4,191,66.7,3.03,67.3
70.3,191,66.8,3.0245,67.4
70.3,191,66.9,3.018825,67.5
70.4,191,66.9,3.04,67.7
70.3,191,66.9,3.04,67.7
70.3,191,67,3.023746667,67.8
70.3,191,67,3.03,67.9
70.3,191,67.1,3.04,68.1
70.3,191,67.1,3.029501071,68.2
70.3,191,67.2,3.01658,68.3
70.4,191,67.2,3.04,68.4
70.3,191,67.2,3.04,68.4
70.3,191,67.3,3.026883333,68.5
70.3,191,67.2,3.0317,68.5
70.3,191,67.2,3.04,68.5
70.4,191,67.3,3.04,68.4
70.4,191,67.3,3.03986,68.5
70.4,191,67.3,3.03986,68.5
70.4,191,67.3,3.04,68.4
70.4,191,67.4,3.04,68.4
70.4,191,67.3,3.017243333,68.3
70.3,191,67.3,3.027021429,68.2
70.4,191,67.3,3.03,68
70.3,191,67.4,3.03,67.9
70.3,191,67.4,3.034025,67.7
70.3,191,67.4,3.04122,67.6
70.3,191,67.4,3.03,67.4
70.3,191,67.4,3.03,67.3
70.3,191,67.4,3.0235,67.1
70.3,191,67.3,3.027133333,67.1
70.3,191,67.3,3.02,67
70.3,191,67.3,3.02,66.9
70.3,191,67.3,3.024812857,66.8
70.3,191,67.2,3.029764286,66.8
70.3,191,67.1,3,66.7
70.3,191,67.1,3,66.6
70.3,191,67,3,66.5
70.3,191,66.9,3.024088333,66.4
70.3,191,66.9,3.032046667,66.2
70.3,191,66.8,2.99,66.2
70.4,191,66.8,2.99,66.1
70.3,191,66.8,2.999466667,66.2
70.4,191,66.7,2.992916667,66.1
70.4,191,66.6,2.99,66.1
70.3,191,66.6,2.99,66.1
70.4,191,66.6,2.99085,66.1
70.4,191,66.5,3.01495119,66
70.3,191,66.5,3.01,65.9
70.4,191,66.5,3.01,65.8
70.4,191,66.5,3.014669524,65.8
70.3,191,66.5,3.014612857,65.7
70.4,191,66.4,3.02,65.7
70.4,191,66.5,3.02,65.8
70.3,191,66.4,3.018216667,65.8
70.4,191,66.5,3.014669524,65.8
70.4,191,66.5,3.016002857,65.7
70.4,191,66.4,3.02,65.9
70.4,191,66.3,3.02,65.9
70.4,191,66.4,3.02155,66
70.4,191,66.4,3.024383333,66.1
70.4,191,66.4,3.04,66.2
70.4,191,66.4,3.04,66.3
70.4,191,66.4,3.02765,66.4
70.4,191,66.4,3.021725,66.6
70.4,191,66.4,3.04,66.7
70.4,191,66.4,3.04,66.8
70.4,191,66.4,3.029575,66.9
70.3,191,66.5,3.0209,67
70.5,191,66.6,3.03,67
70.4,191,66.6,3.03,67.2
70.5,191,66.6,3.0266,67.4
70.4,191,66.7,3.0302,67.5
70.4,191,66.8,3.0334,67.5
70.3,191,66.8,3.01695,67.7
70.4,191,66.9,3.05,67.9
70.4,191,67,3.05,68
70.3,191,67,3.05,68
70.4,191,67.1,3.05,68.2
70.4,191,67.1,3.04,68.2
70.4,191,67.2,3.003528571,68.3
70.4,191,67.3,3.017243333,68.3
70.4,191,67.3,3.03,68.3
70.3,191,67.4,3.03,68.2
70.4,191,67.4,3.03,68
70.3,191,67.4,3.033375,67.8
70.3,191,67.4,3.04122,67.6
70.3,191,67.5,3.04,67.5
70.3,191,67.5,3.05,67.3
70.3,191,67.5,3.03345,67.2
70.3,191,67.5,3.0318,67.1
70.4,191,67.5,3.06,67.1
70.3,191,67.6,3.06,66.9
70.4,191,67.6,3.0266,67
70.3,191,67.6,3.036597778,66.7
70.4,191,67.7,3.039,66.4
70.4,191,67.7,3.0864,66.1
70.3,191,67.5,3.03,66.2
70.4,191,67.4,3.04,66.1
70.4,191,67.2,3.032875,66.2
70.4,191,67.1,3.04,66.2
70.4,191,67,3.038955,66.5
70.4,191,66.8,3.04,66.7
70.4,191,66.8,3.021315,66.8
70.3,191,66.8,3.024066667,66.9
70.3,191,66.8,3.03,67
70.4,191,66.7,3.03,67.2
70.4,191,66.7,3.0308,67.3
70.3,191,66.8,3.0245,67.4
70.3,191,66.8,3.02,67.5
70.3,191,66.7,3.02,67.6
70.3,191,66.7,3.0236,67.6
70.3,191,66.7,3.0199,67.8
70.3,191,66.7,3.02942,68
70.3,191,66.7,3.04,68.1
70.3,191,66.8,3.014538333,68.2
70.3,191,66.8,3.014538333,68.2
70.3,191,66.8,3.013416667,68.3
70.3,191,66.9,3.02,68.4
70.3,191,66.9,3.02,68.4
70.4,191,66.9,3.02,68.5
70.3,191,67,3.024,67.5
70.3,191,67,3.02,67.5
70.3,191,67.1,3.0082,67.1
70.3,191,67.1,3.01,66.9
70.3,191,67.1,3.01,66.7
70.3,191,67.1,3.020248968,66.7
70.3,191,67.2,3.034581667,66.6
70.3,191,67.1,3.01,66.5
70.3,191,67.2,3.01,66.4
70.3,191,67.2,3.019486667,66.4
70.3,191,67.2,3.035473333,66.3
70.3,191,67.2,3.02,66.4
70.3,191,67.3,3.02,66.3
70.3,191,67.3,3.038316667,66.3
70.3,191,67.3,3.038316667,66.3
70.3,191,67.3,3.03,66.2
70.4,191,67.4,3.03,66.3
70.3,191,67.4,3.030116667,66.3
70.3,191,67.3,3.038316667,66.3
70.3,191,67.3,3.038316667,66.3
70.3,191,67.2,3.035473333,66.3
70.3,191,67.3,3.04,66.3
70.3,191,67.3,3.04,66.4
70.5,191,67.2,3.042348333,66.5
70.3,191,67.2,3.034581667,66.6
70.3,191,67.1,3.04,66.6
70.3,191,67,3.020639325,66.7
70.3,191,66.9,3.021594325,66.7
70.3,191,67,3.022951667,66.8
70.3,191,67,3.02,66.9
70.3,191,67,3.02,67
70.3,191,66.9,3.0369,67.1
70.3,191,66.9,3.0369,67.1
70.3,191,66.9,3.03,67.3
70.3,191,66.8,3.03,67.4
70.3,191,66.8,3.0216,67.5
70.4,191,66.7,3.0314,67.7
70.3,191,66.7,3.02,67.8
70.3,191,66.7,3.02,67.8
70.4,191,66.7,3.02812,68
70.3,191,66.6,3.01492,68
70.4,191,66.6,3,68.2
70.3,191,66.6,3,68.2
70.3,191,66.6,3,68.4
70.3,191,66.7,3.012583333,68.3
70.3,191,66.6,3.003116667,68.4
70.4,191,66.6,3.010166667,68.5
70.3,191,66.6,3.003116667,68.4
70.3,191,66.7,3,68.4
70.3,191,66.6,3,68.4
70.3,191,66.7,3.012583333,68.3
70.3,191,66.7,3.012583333,68.3
70.3,191,66.7,3.01,68.2
70.3,191,66.7,3.01,68.2
70.3,191,66.7,3.02942,68
70.3,191,66.9,3.028073333,67.9
70.3,191,66.9,3.011368333,67.8
70.3,191,66.9,3,67.7
70.3,191,66.9,3.018825,67.5
70.4,191,66.9,3.0375,67.5
70.3,191,67,3.0313,67.2
70.3,191,67.1,3,67.1
70.2,191,67.1,3,67.1
70.3,191,67.1,3.0082,67.1
70.3,191,67.2,3.036103333,67
70.3,191,67.2,3.01,66.9
70.2,191,67.3,3.01,66.8
70.2,191,67.2,3.024595,66.8
70.4,191,67.3,3.02932,66.7
70.3,191,67.3,3.03,66.6
70.2,191,67.3,3.02,66.5
70.3,191,67.4,3.03346,66.4
70.3,191,67.4,3.030116667,66.3
70.2,191,67.5,3.037876667,66.4
70.3,191,67.5,3.01,66.3
70.3,191,67.6,3.01,66.2
70.4,191,67.5,3.01,66.2
70.3,191,67.7,3.037033333,66.2
70.3,191,67.7,3.0578,66.1
70.3,191,67.6,3.05,65.9
70.3,191,67.7,3.05,65.9
70.4,191,67.7,3.05,65.9
70.4,191,67.7,3.0537,65.8
70.3,191,67.8,3.0526,65.9
70.3,191,67.8,3.06,65.8
70.3,191,67.8,3.06,65.7
70.3,191,67.8,3.06,65.7
70.3,191,67.7,3.0522,65.7
70.4,191,67.7,3.0537,65.8
70.3,191,67.7,3.05,65.9
70.3,191,67.7,3.05,66
70.3,191,67.6,3.0487,65.9
70.3,191,67.6,3.051,66
70.3,191,67.5,3.04,66.1
70.4,191,67.5,3.04,66.2
70.2,191,67.5,3.03151,66.3
70.2,191,67.4,3.039863333,66.4
70.2,191,67.4,3.04,66.6
70.3,191,67.3,3.04,66.6
70.3,191,67.3,3.030279444,66.7
70.2,191,67.3,3.035086667,66.9
70.4,191,67.2,3.04,67.1
70.3,191,67.2,3.03,67.2
70.3,191,67.2,3.03,67.3
70.3,191,67.1,3.0196,67.4
70.2,191,67,3.016523333,67.5
70.3,191,67.1,3.03,67.6
70.3,191,67,3.02175,67.7
70.3,191,67,3.032533333,67.9
70.3,191,67.1,3.022866667,67.9
70.3,191,67,3.05,68
70.3,191,67,3.05,68.1
70.3,191,67,3.03533,68.2
70.3,191,67,3.03533,68.2
70.2,191,67,3.03,68.3
70.2,191,66.9,3.03,68.2
70.2,191,66.9,3.025634286,68.2
70.2,191,66.9,3.047521667,68.1
70.3,191,66.9,3.03,68.1
70.2,191,67,3.03,67.9
70.3,191,67,3.02175,67.7
70.2,191,67.1,3.022131667,67.5
70.2,191,67,3.02,67.2
70.2,191,67.2,3.02,67.1
70.3,191,67.1,3.02,67.2
70.3,191,67.2,3.036103333,67
70.2,191,67.2,3.03,66.9
70.2,191,67.2,3.03,66.7
70.4,191,67.2,3.027865,66.7
70.3,191,67.2,3.049758333,66.5
70.3,191,67.2,3.03,66.5
70.2,191,67.3,3.03,66.3
70.3,191,67.3,3.034965,66.2
70.3,191,67.4,3.027996667,66.2
70.2,191,67.3,3.035163333,66
70.2,191,67.3,3.035163333,66
70.2,191,67.2,3.04,66
70.3,191,67.3,3.04,66
70.2,191,67.3,3.04,65.9
70.2,191,67.3,3.026391667,65.9
70.2,191,67.3,3.026391667,65.9
70.2,191,67.3,3.02,65.8
70.2,191,67.3,3.02,65.8
70.3,191,67.3,3.02,65.7
70.2,191,67.3,3.0253,65.7
70.3,191,67.4,3.0351,65.7
70.2,191,67.3,3.03,65.7
70.3,191,67.3,3.03,65.8
70.3,191,67.2,3.0299,65.8
70.2,191,67.3,3.0253,65.7
70.3,191,67.4,3.04,65.9
70.2,191,67.4,3.04,65.9
70.1,191,67.5,3.033995,65.9
70.2,191,67.3,3.035163333,66
70.2,191,67.4,3.01,66.1
70.1,191,67.4,3.01,66.3
70.2,191,67.4,3.035916667,66.3
70.2,191,67.4,3.04109,66.5
70.4,191,67.4,3.032266667,66.6
70.3,191,67.3,3.024812857,66.8
70.2,191,67.3,3.02,66.8
70.3,191,67.4,3.02,67
70.2,191,67.3,3.0587,67.1
70.3,191,67.3,3.027633333,67.2
70.3,191,67.2,3.01,67.4
70.2,191,67.2,3.01,67.4
70.3,191,67.2,3.029966667,67.6
70.2,191,67.2,3.030823333,67.6
70.2,191,67.1,3,67.7
70.3,191,67.1,3,67.8
70.2,191,67.1,3.02113,67.9
70.2,191,67,3.013837857,68.2
70.2,191,67,3.013837857,68.2
70.2,191,67,3,68.3
70.2,191,67,3,68.3
70.3,191,66.9,3.033855,68.2
70.2,191,67,3.013837857,68.2
70.2,191,67,3,68.1
70.2,191,67,3,68
70.2,191,66.9,3.021003333,67.8
70.2,191,66.9,3.012691667,67.7
70.2,191,66.9,3,67.5
70.2,191,66.9,3,67.4
70.2,191,67,3.0232,67.2
70.2,191,67,3.01,67.1
70.2,191,67,3.01,67
70.1,191,66.9,3.01,66.9
70.2,191,66.9,3.020295,66.7
70.2,191,66.9,3.01,66.7
70.2,191,66.8,3.01,66.6
70.2,191,66.8,3.022166667,66.4
70.2,191,66.8,3.022166667,66.4
70.2,191,66.9,3.02,66.3
70.2,191,66.8,3.02,66.2
70.2,191,66.8,3.023656667,66.1
70.2,191,66.7,3.025631667,66.2
70.2,191,66.8,3.023656667,66.1
70.2,191,66.7,3.03,66.1
70.2,191,66.7,3.03,66.3
70.2,191,66.8,3.02705,66.3
70.2,191,66.7,3.028066667,66.3
70.2,191,66.8,3.023839524,66.2
70.2,191,66.7,3.028066667,66.3
70.2,191,66.8,3.03,66.2
70.2,191,66.7,3.03,66.3
70.2,191,66.8,3.03,66.3
70.2,191,66.7,3.0218,66.4
70.2,191,66.7,3.0218,66.4
70.2,191,66.7,3.02,66.5
70.2,191,66.7,3.02,66.5
70.1,191,66.7,3.01752,66.7
70.1,191,66.7,3.01752,66.7
70.1,191,66.7,3.01,66.8
70.1,191,66.7,3.01,66.9
70.2,191,66.8,3.02,67
70.2,191,66.8,3.0183,67.1
70.2,191,66.8,3.01,67.2
70.2,191,66.9,3.01,67.4
70.2,191,66.8,3.009,67.5
70.2,191,66.8,3.01545,67.6
70.2,191,66.8,2.98,67.7
70.1,191,66.8,2.99,67.9
70.1,191,66.9,2.99,67.8
70.2,191,67,3.029400476,68
70.2,191,67,3.022077698,68.1
70.2,191,67,2.97,68.3
70.2,191,67,2.97,68.3
70.3,191,67.1,3.027608333,68.5
70.2,191,67.1,2.9937225,68.6
70.2,191,67.1,2.9916975,68.5
70.2,191,67.2,2.97,68.5
70.3,191,67.3,2.97,68.6
70.2,191,67.3,2.988933333,68.6
70.2,191,67.3,2.988933333,68.6
70.2,191,67.4,2.98,68.5
70.2,191,67.4,2.98,68.5
70.2,191,67.5,2.9909,68.5
70.2,191,67.5,2.9949,68.4
70.2,191,67.5,2.9997,68.2
70.3,191,67.5,2.98,68.1
70.2,191,67.5,2.98,68
70.2,191,67.7,3.0109,67.9
70.1,191,67.7,3.03005,67.6
70.2,191,67.6,2.99,67.5
70.2,191,67.6,2.99,67.4
70.2,191,67.7,3.01116,67.3
70.2,191,67.7,3.0178,67.1
70.2,191,67.7,3.0178,67.1
70.3,191,67.7,3.0346,67
70.3,191,67.8,3.0369,67
70.2,191,67.7,2.99,66.8
70.2,191,67.7,3.024566667,66.7
70.2,191,67.8,3.035733333,66.6
70.2,190,67.8,3.0264,66.4
70.2,189,67.7,3.01,66.3
70.2,189,67.7,3.01,66.5
70.2,189,67.6,3.029566667,66.2
70.2,189,67.8,3.036,66.1
70.2,189,67.6,3.03735,66
70.2,189,67.5,3.04,66.1
70.2,189,67.5,3.04,66.1
70.3,189,67.4,3.035808889,66.1
70.2,189,67.4,3.037925556,66.1
70.2,189,67.4,3.03701,66.2
70.2,189,67.3,3.04,66.2
70.3,189,67.4,3.032003333,66.2
70.2,189,67.3,3.042943333,66.2
70.2,189,67.3,3.025443333,66.3
70.2,189,67.2,3.048075,66.4
70.2,189,67.2,3.03,66.3
70.2,189,67.2,3.048075,66.4
70.2,189,67.2,3.044375,66.5
70.2,189,67.1,3.0427,66.5
70.3,189,67.1,3.03,66.6
70.2,189,67.1,3.03,66.7
70.2,189,67.1,3.048,66.8
70.3,189,67.1,3.0406,67.1
70.2,189,67.1,3.04,67
70.2,189,67,3.04,67.2
70.2,189,67.1,3.028,67.2
70.2,189,67,3.04311,67.3
70.3,189,67,3.04,67.5
70.3,189,67.1,3.04,67.5
70.2,189,67,3.041266667,67.6
70.2,189,67.1,3.02485,67.7
70.2,189,67.1,3.02,67.7
70.2,189,67.1,3.02,67.9
70.2,189,67.1,3.022150714,68
70.3,189,67.1,3.0264675,68.1
70.2,189,67.1,3.01,68.3
70.3,189,67.1,3.02,68.4
70.3,189,67.1,3.0297,68.4
70.2,189,67.2,3.03032,68.5
70.3,189,67.2,3.028066667,68.5
70.3,189,67.2,3.02,68.6
70.2,189,67.2,3.026266667,68.6
70.3,189,67.2,3.028066667,68.5
70.3,189,67.2,3.02,68.5
70.2,189,67.3,3.02,68.5
70.3,189,67.2,3.020366667,68.6
70.3,189,67.2,3.048113333,68.3
70.2,189,67.2,3.034913333,68.3
70.3,189,67.2,3.01,68.2
70.4,189,67.2,3.01,68
70.3,189,67.2,3.0393,67.8
70.3,189,67.3,3.027133333,67.7
70.3,189,67.3,3.01,67.5
70.3,189,67.3,3.01,67.4
70.3,189,67.4,3.01,67.2
70.5,189,67.3,3.0452,67.1
70.3,189,67.3,3.0381,67.1
70.3,189,67.4,3,67.1
70.3,189,67.4,3,67
70.2,189,67.4,3.06345,66.8
70.2,189,67.4,3.0777,66.7
70.3,189,67.4,3,66.5
70.3,189,67.3,3,66.3
70.4,189,67.3,3.054525,66.4
70.3,189,67.3,3.039022381,66.1
70.3,189,67.3,3.039022381,66.1
70.3,189,67.2,3,66
70.4,189,67.2,3,66
70.3,189,67.2,3.019182857,66
70.3,189,67.1,3.050062857,66
70.3,189,67.2,3.02,66
70.3,189,67.2,3.02,66.1
70.3,189,67.2,3.048154603,66.1
70.3,189,67.2,3.048154603,66.1
70.3,189,67.2,3.03,66
70.3,189,67.3,3.03,66.1
70.3,189,67.3,3.060572857,66.2
70.3,189,67.3,3.060572857,66.2
70.3,189,67.4,3.02,66.2
70.4,189,67.2,3.02,66.3
70.3,189,67.4,3.032396667,66.3
70.3,189,67.4,3.016775,66.5
70.3,189,67.3,3.05745619,66.4
70.3,189,67.4,3.02,66.6
70.3,189,67.5,3.02,66.6
70.3,189,67.4,3.0494,66.8
70.3,189,67.4,3.0494,66.8
70.3,189,67.3,3.033441667,67
70.3,189,67.4,3.03,67
70.3,189,67.3,3.03,67.2
70.4,189,67.3,3.03,67.3
70.3,189,67.3,3,67.4
70.3,189,67.2,3,67.5
70.4,189,67.3,3.039716667,67.6
70.4,189,67.3,3.045716667,67.8
70.3,189,67.2,3.03,68
70.3,189,67.3,3.03,68
70.3,189,67.4,3.02,68.1
70.4,189,67.3,3.031511429,68.2
70.4,189,67.3,3.03,68.4
70.3,189,67.3,3.03,68.4
70.4,189,67.4,3.03815,68.5
70.4,189,67.4,3.03505,68.6
70.4,189,67.3,3.04001,68.5
70.3,189,67.3,3.02,68.5
70.3,189,67.3,3.02,68.6
70.3,189,67.4,3.022421429,68.6
70.3,189,67.3,3.026028095,68.6
70.5,189,67.3,3.03,68.5
70.3,189,67.3,3.03,68.4
70.3,189,67.3,3.034871429,68.5
70.3,189,67.3,3.033043968,68.3
70.3,189,67.2,3.02,68.3
70.3,189,67.2,3.02,68
70.3,189,67.1,3.02,67.9
70.3,189,67.1,3.0432,67.7
70.3,189,67.1,3.0403,67.5
70.4,189,67,3.03,67.3
70.3,189,67,3.03,67.2
70.3,189,67,3.031866667,67
70.4,189,67,3.04355,67
70.4,189,66.9,3.05365,66.9
70.3,189,66.9,3.040766667,66.8
70.4,189,66.8,3.03,66.7
70.3,189,66.8,3.03,66.6
70.3,189,66.9,3.0558,66.5
70.3,189,66.8,3.046973333,66.4
70.3,189,66.8,3.04,66.3
70.4,189,66.8,3.04,66.1
70.3,189,66.9,3.04,66.1
70.3,189,66.9,3.049010952,66
70.3,189,66.9,3.049010952,66
70.3,189,66.8,3.041814167,66
70.3,189,66.9,3.04,66
70.3,189,66.9,3.04,66
70.4,189,66.9,3.049766667,66
70.3,189,66.9,3.042928095,66.1
70.3,189,66.9,3.03,66.2
70.3,189,66.9,3.03,66.3
70.3,189,66.9,3.036431667,66.3
70.3,189,66.9,3.0558,66.5
70.3,189,66.9,3.03,66.6
70.3,189,67,3.03,66.7
70.3,189,66.9,3.040766667,66.8
70.4,189,66.9,3.043683333,67
70.3,189,66.9,3.03,67
70.3,189,66.9,3.03,67.2
70.3,189,66.9,3.0405,67.3
70.3,189,66.9,3.0492,67.5
70.3,189,66.8,3.042436667,67.5
70.3,189,66.9,3.03,67.6
70.3,189,66.9,3.0535,67.7
70.3,189,66.8,3.035711667,67.8
70.5,189,66.8,3.01,68
70.3,189,66.8,3.01,68.1
70.3,189,66.8,3.01293,68.2
70.4,189,66.8,3.019915,68.2
70.3,189,66.9,3.01,68.3
70.3,189,66.9,3.02,68.4
70.3,189,67,3.022573333,68.4
70.3,189,67,3.023235,68.2
70.4,189,66.9,3.04327,68.1
70.3,189,66.9,3.04,67.9
70.3,189,66.9,3.04,67.8
70.4,189,66.9,3.0496,67.5
70.4,189,66.9,3.0643,67.4
70.3,189,66.9,3.05,67.1
70.3,189,66.9,3.05,67
70.3,189,67,3.040542857,66.8
70.3,189,66.8,3.0255,66.7
70.3,189,66.9,3.07,66.6
70.4,189,66.9,3.07,66.5
70.4,189,66.9,3.066024286,66.4
70.4,189,66.8,3.046648333,66.3
70.4,189,66.8,3.04,66.2
70.3,189,66.8,3.04,66
70.3,189,66.8,3.041814167,66
70.3,189,66.7,3.0414575,66
70.3,189,66.8,3.041654286,65.8
70.3,189,66.8,3.04,65.8
70.3,189,66.8,3.032333333,65.7
70.3,189,66.8,3.041654286,65.8
70.3,189,66.9,3.047755649,65.8
70.3,189,67,3.05,65.8
70.3,189,67,3.05,65.8
70.3,189,67,3.055274246,65.9
70.3,189,67,3.059104167,66
70.3,189,67.1,3.05,66
70.4,189,67.1,3.06,66.2
70.3,189,67.1,3.061451667,66.4
70.3,189,67.3,3.05745619,66.4
70.4,189,67.2,3.04952,66.5
70.3,189,67.3,3.05,66.6
70.3,189,67.4,3.05,66.8
70.3,189,67.4,3.01834381,67
70.4,189,67.5,3.05516,67
70.3,189,67.4,3.04,67.2
70.3,189,67.5,3.04,67.3
70.3,189,67.5,3.037225,67.3
70.3,189,67.7,3.0428,67.5
70.3,189,67.6,3.0449,67.6
70.3,189,67.6,3.0415,67.7
70.4,189,67.6,3.04,67.9
70.3,189,67.7,3.04,68
70.3,189,67.7,3.02085,68.1
70.4,189,67.8,3.0245,68.2
70.3,189,67.9,3.04,68.2
70.4,189,67.7,3.04,68.3
70.4,189,67.6,3.0454,68.3
70.3,189,67.8,3.0238,68.3
70.3,189,67.7,3.03,68.3
70.3,189,67.6,3.03,68.1
70.4,189,67.6,3.0395,68
70.3,189,67.6,3.040376667,67.9
70.3,189,67.7,3.0403,67.7
70.4,189,67.6,3.04,67.5
70.4,189,67.5,3.04,67.3
70.4,189,67.6,3.05195,67.1
70.3,189,67.5,3.053925,66.9
70.3,189,67.5,3.04,67
70.3,189,67.4,3.04,66.7
70.4,189,67.4,3.0583,66.7
70.4,189,67.4,3.044325,66.5
70.3,189,67.4,3.05,66.4
70.4,189,67.4,3.05,66.3
70.4,189,67.3,3.05,66.1
70.3,189,67.3,3.049175,66
70.4,189,67.2,3.02102,66
70.4,189,67.2,3.06,65.9
70.4,189,67.2,3.06,65.9
70.3,189,67.3,3.055566667,65.9
70.4,189,67.1,3.06106,65.9
70.3,189,67,3.06,65.8
70.3,189,67,3.06,65.8
70.3,189,67.1,3.057538333,65.9
70.3,189,67.2,3.055416667,65.9
70.4,189,67.1,3.06,65.8
70.3,189,67.1,3.06,65.8
70.4,189,67,3.057056151,65.8
70.3,189,67.1,3.057854167,65.8
70.3,189,67.1,3.050062857,66
70.3,189,67.2,3.06,65.8
70.3,189,67.2,3.06,65.9
70.3,189,67.2,3.055416667,65.9
70.3,189,67.2,3.019182857,66
70.3,189,67.3,3.08,66.1
70.3,189,67.3,3.07,66.2
70.3,189,67.3,3.07,66.2
70.3,189,67.2,3.07,66.5
70.4,189,67.3,3.0496,66.5
70.4,189,67.4,3.044325,66.5
70.3,189,67.4,3.0459,66.7
70.3,189,67.3,3.08,66.7
70.3,189,67.4,3.08,66.9
70.3,189,67.3,3.057216667,66.9
70.3,189,67.3,3.029783333,67.2
70.3,189,67.2,3.028666667,67.2
70.3,189,67.3,3.08,67.4
70.4,189,67.3,3.08,67.4
70.3,189,67.2,3.039866667,67.6
70.4,189,67.2,3.0542,67.7
70.4,189,67.2,3.07,67.8
70.4,189,67.2,3.07,67.9
70.3,189,67.2,3.034403333,67.9
70.3,189,67.2,3.025489167,68.1
70.3,189,67.2,3.021015,68.2
70.3,189,67.2,3.07,68.3
70.4,189,67.1,3.07,68.3
70.3,189,67.1,3.0297,68.4
70.4,189,67.1,3.07,68.3
70.3,189,67.1,3.07,68.2
70.4,189,67.1,3.032701667,68.1
70.4,189,67.1,3.05236,67.9
70.3,189,67.1,3.0432,67.7
70.4,189,67.1,3.08,67.5
70.3,189,67,3.08,67.4
70.4,189,67,3.03701,67.2
70.3,189,67,3.031866667,67
70.4,189,66.9,3.043683333,67
70.4,189,66.9,3.06,66.9
70.4,189,67,3.06,66.8
70.3,189,66.9,3.040533333,66.7
