평점,리뷰
4.0,여성은 즐기지도 못하나요?
4.0,여자주인공 연기 너무 어색하다. 어깨가 왜 이렇게 항상 움츠려있는지...손짓과 과도한 호흡... 후...
4.0,"옥버스가 왜 그렇게 레베카를 외쳤는지 드디어 알았다
맥스 노란바지 불태워버려"
3.0,레베카는 과연 누구인가?
4.0,히치콕의 레베카를 보지 않았어요
3.0,다른 건 모르겠는데 로렌스 올리비에에 비해 아미 해머가 한참 모자라다는 건 알겠다.
3.0,"2020.11.04
흑심의 사랑과 진심의 사랑의 끝"
3.0,히치콕 영화가 더 임팩트 있었다
2.0,"히치콕의 레베카에는 레베카가 있었지만
벤 휘틀리의 레베카에는 레베카가 없다.

전작에 비해 어수선해지고 말이 많아진 느낌.
그래도 영상미는 나쁘지 않다."
5.0,막심이 제일 무섭다.
3.5,언제봐도 맥심은 맘에 안들어
2.0,"미쟝센이 다함
저택은 홈즈 아가씨 친구 도련님 집하고
같은 집이라 웃음이 ! ㅎ"
2.5,"내 멋대로 해석한 레베카
우리도 살아가면서 릴리 제임스처럼  레베카를 향한 질투와 열등감을 느껴보지 않나? 라는 생각이 들었다
결국, 그런 질투와 열등감은 패배감만 맞보고 부질 없는 짓이다
결국은 자기 자신일 때가 가장 매력있는 법
영화를 보고나니 히치콕의 원작이 더욱 더 궁금해진다"
3.0,레베카 만큼 보이지 않은 채 시종일관 무겁게 짓누르고 있는 ‘히치콕 작품 리메이크’라는 타이틀. 결국 청출어람하지 못하고 실패.
2.5,2020.10.30
3.5,"요즘과 뭔가 다른 전개가 신선했으나 엄청 찝찝하다
이 모든 걸 설명해주는 근거 히치콕 무비의 리메이크"
3.0,"여자는 즐기면 안되는거냐? 가 여기서 왜나오는지 모르겠네
넷플 오리지널은 여자는, 여자가, 를 빼지 않고는 만들 수 없는 병에 걸린듯"
3.5,레베카!
3.5,배경도 예쁘고 배우도 완벽. 그런데 마무리를 너무 급 지어버리는 느낌? 아쉽다.
3.0,"뮤지컬을 재미있게 봐서 스토리를 떠올리며
봐줄만했다
벗 기대했던 서늘함 긴장감은 전혀 찾아볼수 없음"
2.0,나름 괜찮은 영화라고 생각한다.
2.5,숨막히면서 조이는 듯한 긴장감이 다소 부족하지만 여러가지 해석과 복잡한 심리 연출이 돋보였다. 영상미도 괜찮고...
3.5,"왜 모든 인물들이 이리도 엉성할까...
주인공도 엉성하게 철이 없고, 맥심도 엉성하게 개새끼고, 댄버스 부인도 엉성하게 열렬함"
2.0,둘이 너무 밝아서 로맨틱드라마로
2.5,"레베카는 등장하지 않는다. 하지만 상상된다.
개취 반영, 레베카 역을 캐스팅한다면 니콜 키드먼이 어떨까?"
1.5,몬테 카를로는 정말 예뻤는데... 드윈터 성(?)도 정말 멋있고 릴리제임스도 이뻤는데.. 트레일러는 정말 잘 뽑았는데.... 아깝다
2.0,"다양한 장르가 섞여 있고 나름 볼거리를 주기도 하지만 생각만큼의 긴장이나 전율은 없다. 영화의 3분의 1도 안되 모든 내용을 충분히 유추할 수 있으니 싱겁다. 달긴 하지만 진짜 꿀이라고 말하기 어려운 사양꿀 같은 느낌, 생각보다 별로다."
3.0,쏘밍밍행
1.0,"각색, 편집, 음악 모두 총체적 난국"
4.0,이쁜 배경과 세트?배우들 맘에들었지만 고전적인건 어쩔수없었다
2.0,노잼
0.5,스포일러가 있어요!! 보기
3.5,뮤지컬 먼저 봐서 그런가 감흥이 없다.. 비주얼은 잘어울리는데 덴버스부인 캐릭터가 좀 약한느낌...
3.0,노잼... 차라리 스릴러로 더 깊게 공포심을 살렸으면 좋았을 영화 ...
3.5,그래서 뭐가 진짜라는거임..? 이해를 못하겠지 왜...
2.0,엷디 엷게 드리운 레베카의 그늘
2.5,고전 스릴러의 기대감 vs 고전 스토리의 한계
2.5,2020.10.21
2.0,"헌신적인 아내의 철없고 잘생긴 돈많은 남편 돌보기.
지루할정도로 매듭지어지지 않은 플롯 외에 조명을 정말 잘 활용했다. 명암을 정확히 보여주며 서스펜스와 미스테리의 분위기를 한껏 뽐냈다. 아미해머 존잘 욕나오도록 존잘 ㅠ 사람이 어떻게 저렇게 생기냐."
3.5,ㅎㅎ...좀 노답
3.0,눈은 즐겁다
2.5,"화면, 음악, 미쟝센 모두 조화로웠다.
원작이 궁금했는데, 원작을 모르고 봐서 더 재밌게 본 것 같음. 원작을 봐야겠네.."
3.0,조심스럽게 조여오던 레베카가 열대 저기압처럼 갑자기 사라져 당황스러워
1.0,"원작과 뮤지컬을 봤기에 실망감이 컸다
레베카를 향한 댄버스의 사랑이 느껴지지않았다
그냥 노망난 할머니같았음"
3.0,엔딩크레딧은 크리스틴 스콧 토마스를 제일 위에 올려야 옳았다.
2.5,왜 이따구로 만들었누...
2.0,초반부터 중반까지의 긴장감과 실과 같은 위치에서 풀리기 전까지의 강점이 실이 풀리거나 혹은 가위로 짖이겨지면서 강점이 스러진다.
2.5,두 명의 레베카가 한 명의 레베카만 못하다.
3.5,New Mrs. de Winter preceded by Rebecca’s shadow tries to get away from the past that suffocates her love.
3.5,"화려함만 존재한
플롯에 개연성없음
어느 인물도 살리지 못함
스릴 전혀 없음
임팩트 없음
개츠비의 클리셰"
1.5,레베카라는 명작에 대한 기초적인 이해로는 충분한 것 같다. 히치콕의 레베카도 다음에 꼭 도전😏
3.5,레베카 진짜쥐뿔도 몰랏는데 나름 고전소설 읽듯이 잘 봤음
3.0,"구림
충격적으로 구림
화면의 예쁜 색깔 말고 아무것도 안 남은 듯"
2.5,이래서 재혼은 조심히해야됨
4.5,"80년 전 탄생한 걸작을 리메이크 한다는 것은 잘 해도 본전치기도 힘든 모험일진데,
그 모험에 기꺼이 동참한 제작진의 용기는 일단 박수받아 마땅하다

프로덕션 디자인이 반 이상의 성과를 내면서, 분위기 잡는 데엔 절반의 성공을 거두었으나,
가장 기대했던 크리스틴 스콧 토머스의 댄버스 부인의 캐릭터가 갈팡질팡 하는 바람에 김이 좀 식었다

작품은 작품으로 평가받아야 마땅하나, 안타깝게도 작품 외 주연진의 가십으로 불명예가 드리워진 사례로 남을 것이 더욱 안타까운 현실이다"
2.5,"히치콕이 얼마나 서스펜스를 잘 가지고 놀았는지, 이 영화를 보고 다시 한번 느꼈다.
그리고 무엇보다 아미 해머 연기 너무 못함. 당신에게 비주얼만 있을뿐...."
3.5,"옥주현님의 레베카 노래를 정말 좋아하는데 레베카 뮤지컬의 줄거리도 몰랐어. 드디어 봤다. 레베카!! 이거 무조건 다음에 뮤지컬로 봐야지.
-
영화는 내용도 주인공도 아무것도 몰라야 역시 더 재밌구나. 인생과 다를 바가 없다. 왜 뜬금없는 곳에서 만난 사람과 갑자기 중요한 인연이 되는지, 그 사람은 왜 나를 선택했는지, 대체 지금 무슨 상황인지, 나 빼고 다 아는 걸 왜 나한테는 안 알려주는지, 가만히 있는 사람을 왜 못 잡아먹어서 안달인지.
-
모나코 몬테카를로의 아주 그럴싸한 호텔에서 만난 잘생기고 목소리 좋은 남자가 자꾸만 나랑 마주치는 인연이 되는데, 데이트 신청을 연달아 다섯 번을 하더니 결혼을 하자고 한다. 와이낫 이라는 마음으로 따라갔더니 집이 완전 300년 된 궁궐같은 대저택에다 집을 운영하기 위한 식솔만 20명 가까이 되는 엄청난 자산가였다. 이건 뭐 서스펜스가 아니라 그냥 동화네.
-
20-10-26 (일)"
3.5,배경에서 느껴지는 고전미에 못미치는 인물들의 깊이가 못내 아쉽다
2.5,"조금 지루하지만, 예상할 수 없는 스토리였다."
2.5,레베카 없는 레베카 영화
3.0,하품이 계속 나왔다.
2.0,이야기는 앙상한데 연출도 취향 아님
4.0,레베카의 존재감과 아우라만큼은 히치콕의 작품을 능가할 수는 없는 것 같다.
2.5,상당히 공감 안가는 설정이고 멜로인지 추리인지 헷갈리는 영화.  그래도 볼만은 한 영화
3.5,뮤지컬 레베카도 궁금해졌다
1.0,그나마 반전이 살려준 영화.
4.0,뮤지컬 넘버 레베카가 자꾸 귀에 감기고 속으로 흥얼거리느라 집중이 안되어 미안 ㅠ
4.0,아 이건 좀
1.0,뮤지컬도 영화도 보지않은 나에겐 만족스러웠음!
3.0,"뮤지컬보고 기대하면 실망할 수있는데..  음악뺀 버전도 매력있다

!"
2.5,"집에 깃든 유령 이야기에 포커스가 맞춰졌다면 좋았을 텐데 급 중간에 수사물 급 말미에는 로맨스물
끝까지 끌고 가는 힘이 없다"
2.5,리메이크였구나 어쩐지 익숙한 내용같았는데 결말은 예상 외라 만족.
1.5,흠...평범하다. 부자와 그 부인. 그리고 그 안에 얽혀있는 사랑과 증오. 큰 신선함으로 다가오진 않았다. 그저 평범한 범죄 스릴러물을 본 느낌.
1.5,뮤지컬이나 보고싶다
2.5,"캐스팅, 긴장감, 분위기~ 여러가지로 약하다"
3.0,이렇게 흥미진진한 이야기를 이토록 단조롭게 풀어내다니... 아쉽다.
3.5,"레베카의 존재감이 아니라, 히치콕의 존재감을 이겨내야 했던 리메이크작. 릴리제임스의 캐릭터 소화력은 주목할만하다."
2.0,"레베카로 뮤 입문한 뮤덕으로써 넷플릭스에 깊은 감사를 드립니다. 캐스팅이 넘나 찰떡에다가 무대 씬들과 거의 흡사해서 영화 장면으로 보는 맛이 있었다.
하지만 어쩔 수 없는 뮤덕인지라 셀프로 넘버 싱얼롱 하면서 봤다 ㅋㅋㅋㅋㅋㅋㅋ
특히 ""바다가 그녀의 이름을 부르는 소리!!""와 ""활활! 활활! 불타는 맨덜리!""가 없는게 넘 아쉬웠다눙 ㅠㅠㅠㅠ"
3.0,히치콕의 레베카를 봐야 겠다 눈은 존나 즐겁다
2.0,"단 한명의 인물도 이해되지 않는 그런 완성도.
별하나는 영상미에, 나머지 별 하나는 댄버스 부인에게"
3.0,히치콕 작품을 먼저보지말걸…
3.0,2020년 넷플릭스가 손 댄 히치콕의 레베카. 컬러와 플랫폼을 얻고 고전의 묵직함과 향기를 잃다. 시간이 흐른 만큼 가벼워진 멘델리와 댄버스 부인의 서늘한 무게감.
2.5,"2020.10.24
원작 내용도 뮤지컬도 다른 영화도 모르고 본거라 그럭저럭 잼나게 봤다"
3.0,뮤지컬에서 생략된 부분의 스토리들이 촘촘히 채워지는 기분.
2.5,워킹타이틀이 만들었는데 이렇게 노잼일 수가...
3.5,"주인공 이름은 기억도 안 나는데, 얼굴 한 번 안 나온 레베카만 존재감 장난 아니구만..."
3.0,"히치콕의 “레베카”가 궁금해지는 영화
.
재미없는건 아닌데 그렇다고 아주 재밌다고도 못하겠음
미세스 댄버스와 레베카의 임팩트가 부족한 느낌
그리고 후반부의 반전(?)이 딱 박혀야 할거 같은데 그냥 어영부영 후다다다다닥 지나간거 같아서 아쉬움
맥스가 사랑했던 아내가 레베카에 의해 어떻게 바뀌어 가는지 보여줬으면 좋았을텐데 내가 보기엔 별로 달라진것도 없구만 대사로만 변했네 레베카가 널 바꿨네 어쩌고 저쩌고 해서 좀 그랬음..^^
히치콕 레베카나 찾아봐야겠다 이건 음 그냥 전반적으로 어정쩡해"
2.5,"예예 히치콕것도보고.. 뮤지컬도 봐볼게요...
가스라이팅 진짜 잘한다 댄버스;;;"
2.0,"넘을 수 없는 히치콕의 벽.. 단 한 컷도 나오지 않은 레배카의 어마어마한 존재감과 서스펜스가 많이 옅어졌다.
영상미는 확실히 좋았지만 화려한 맨덜리의 풍경이 전체적인 영화 분위기를 명확하게 전달해주지는 못했다. 인물들 간의 감정선도 내용 전개 때문에 너무 짧게 훅훅 지나가 버리고.. 그래도 원작 내용 자체가 워낙 재밌기도 하고, 흑백의 레배카를 컬러로 보는 것도 나름 색다른 느낌이라 좋았다."
2.5,201023
4.0,실망. 히치콕 버전을 꼭 보시길...
3.0,뭔가 더 있을거 같이 해놓고 뭐 별것도 없더라
3.0,사랑은 쟁취하는 것
2.5,"적당히 미스터리한 연출이 참 마음에 들었는데
왜 결말에서 쫌 김이 빠지는 것 같지..."
2.5,"중반부 까지 미스터리와 스릴을 잘 이끌고 가다가 죽음의 진실이 밝혀 지고 부터 힘이 무너져 마무리가 좋지 않다.
릴리 제임스!!!"
2.5,2020.10.23
3.5,"히치콕의 레베카 안봤는데도 별류염
릴리는 감자껍질파이에서 진짜이뻤는뎅"
4.0,"원작이 있는 작품을 살리기란 쉽지 않겠지만
여러모로 낭비되어버린 느낌"
1.5,릴리보러왔습니다
4.0,아미 미모에 별 0.5점 더 주고 갑니다 ❤️
3.0,계속 히치콕꺼 생각나면서 시시해하고있었는데 마지막 잠깐의 릴리제임스 눈빛이 너무 좋다 ㅎㅎ
4.0,릴리제임스한테는 약한 나
2.5,댄버스 부인 역할이 중요한 건 알겠는데 난 댄버스 같은 사람 나오면 넘 스트레스 받음...;;;;
3.5,"20.10.21
뮤지컬 레베카에 대한 애정입니다

캐스팅이 너무 찰떡이라서 기대 많이 했다
뮤지컬을 너무 좋아하는데 늘 외국인이 연기하는 모습이 궁금했었긴 햇지

중반부까지의 서스펜스는 좋았는데
반전이 드러나는 순간부터 댄버스 부인의 비중이 팍 줄고
극적인 연출이 없는게 아쉽..
반전의 반전을 더하는 좋은 줄거리에 압도적 캐릭터가 있는 좋은 소스를 잘 활용하지 못하는 느낌?
'나'역의 릴리 제임스도 조금 더 신경쇠약의 모습을 보였으면 좋앗을텐데 너무 강하더라..
여러모로 아쉬움은 있지만 처음 보는 사람이라면 재밌게 볼것이오.."
