평점,리뷰
3.5,"'후속편'으로서의 의미가 전혀 없는 영화라,
<조커'2'>라는 표현은 무의미하다.
동일 감독과 주연이라도,
<조커>와는 별개의 단편으로 봐야 할 것 같다.

1편의 플롯과 세계관을 확장하지도,
새로운 방향으로의 이야기 전개를 제시하지도
못했고, 두 주연배우의 열연을 클로즈업하는
다큐멘터리에 지나지 않았다.

영화에서 무서웠던 빌런들이
그렇게나 두려웠던 이유는 개인적으로,

1. 무사연
- 그가 왜 그리 되었는지 설명되지 않음

2. 무자각
- 본인이 나쁜 놈인지 전혀 알지 못함

라고 생각한다.

그래서 직쏘가 한때는 평범한 아빠를
꿈꿨던 착한 사람인데 몹쓸 짓을 당해서..
같은 사연이 나오기 시작한 <쏘우4> 부터
나는 쏘우를 인정하지 않았고,

<노인을 위한 나라는 없다>의 안톤 시거나
<공공의적>의 조규환을
최고의 빌런들로 꼽는다.
당연히 <다크나이트>의 히스레저도 마찬가지다.

그래서 <조커>에서 호아킨 피닉스의
불우한 시절의 연기를 보면서 왠지 어딘가
마음에 들지 않았고, 마지막 안하무인 폭주 때는
그래도 본전은 했네, 싶었다.

그런데 심지어 <폴리 아 되>에서는,
본인에 대한 자각까지 해버린다.
그 순간 조커에 대한 매력이 반반감 되어버렸다.

별점은 온전히,
두 배우의 연기에 대한 것으로 하겠다."
3.5,관객들의 혹평으로 비로소 완성되는 영화
3.5,스포일러가 있어요!! 보기
2.0,"감독이 관객들에게 정신차리라고 꾕과리치던 결말은
이미 거침없이 하이킥으로 단련된 우리다! ㅋㅋㅋㅋ

1편과 어쩔수 없이 비교가 될 수밖에 없는 2편은
‘재미’와 ‘몰입감’을 따지자면 한없이 아쉽지만(?)
이걸 무작정 낮은 평가를 주기엔 호아킨의 연기가 너무 진심이라 냉정할 수가 없다.

개인적으로
오프닝이 너무 좋았고
호아킨의 목소리도 좋았고
하비덴트가 나온 것도 좋았고
법정물 스토리가 메인인 것도 좋았고
‘스타이즈본’의 그녀가 나온다는것도 좋았지만..

감독님아, 꼭.. 그렇게.. 다.. 가져가야만…..
속이… 후련했…냐아!!!!!!!!!!!!!!!!!!!!!!!!‘ㅜㅜㅜㅜㅜㅜ"
3.0,전작때문에 모든게 애매해진 영화.
2.5,흐름은 좋지만 너무 많이 끊긴다
3.5,기회가 된다면 다시 볼 듯?
4.0,"어디까지가 무대와 실제 인생이며, 어디까지가 나 자신인가. 무대와 연극에서 일어나는 일은 인생에서도 일어나는 것들이다."
2.0,스포일러가 있어요!! 보기
3.5,"조커에서 할리퀸으로, 거창하게 움직였지만 사라진 연기"
4.0,펑!!!
2.0,조커1에서 끝냈어야 했다
3.0,스크린 안팎으로 관객들의 기대를 저버린 광대의 슬픈 말로
2.5,아… 난해하다
2.5,"나의 상처가 미소가 되고
나의 슬픔이 웃음이 되어도
그녀의 거짓은 사랑이길"
4.5,"속편은 항상 어려운 것 같다. 속편 특성상 전편이라는 거대한 부담을 가지고 가기 때문이다. 전편을 좋아하는 팬, 세계관 등등 많은이들이 자신의 원하는 점을 가지고 영화를 보기 때문이다. 그래서 속편에게 있어 전편은 거대한 우군이자 부담스러운 존재인거 같다.

이번 조커도 비슷했던거 같다. 감독이 말하고 싶었던 조커는 전편에서 봐왔던 조커와는 조금 다르다. 잔인함과 살인에 대한 정당성에 대해 많은 생각을 한 것 처럼 보였다. 실제 관람평이 말해주었으니 감독으로서도 무시하지 못할 것 같다. 그렇다 보니 전편의 조커를 상상했던 팬들은 조금 실망을 할 수 도 있겠다. 그러나 그런 실망 조차도 예상하지 않았을까?

개인적으로 뮤지컬을 잘 보지 못한다. 그래서 이 영화에서 그런 요소가 나왔을 때 조금은 불편했다. 그런 장면이 나오는 요소나 시기는 꽤나 적절했다고 생각한다. 그러나 그렇다고 해서 좋았다고는 못할 것 같다.

전체적으로 난 재밌게 봤다. DC 코믹스 원작 영화 중 가장 진뜩하고 우울한 느낌을 잘 살려낸 작품 중 하나임에는 틀림 없어 만족 했다. 특히 결말에서 상상력이 주는 불쾌감에 의외로 만족했다."
3.0,스포일러가 있어요!! 보기
3.0,"2002년에 나온 영화 시카고가 더 재밌고, 더 잘 만들었다"
2.0,"연기 몰입도 최고, 노래 몰입도는 아쉬웠다."
4.0,해줄말이없다
2.5,뮤지컬이 불필요해보이는 장면에도 계속 노래를 하니깐 피로감이 엄청남
4.0,스포일러가 있어요!! 보기
3.0,"그 누가 뭐라 하든, 자신을 만드는 것은 결국 자기 자신일 뿐.
Et GaGa est folle."
3.0,아서는 아서가 되었다. 꼽냐?
1.5,"감독이 남기고 싶은 어마어마하고 심오한 메시지가 있는듯 한데

나같은 일반인은 잘 모르겠다

뭔가 되게 심오한 예술영화를 본 기분. 이게 현대미술인가?

내용에 대한 나름의 해석과 감정을 남기고 싶지만,
잘 모르겠다.

어떻게든 영화의 뜻을 굳이굳이 이해하고 싶은 아서 플렉과
걍 조또 모르겠고 재미없다는 조커가 공존한다

확실한건 돌비애트모스 만팔천원은 좀 아깝다"
4.0,재미는 가고 조커를 인질로 한 훈계만 남음
4.0,be not saved after all
3.0,스포일러가 있어요!! 보기
2.5,망할 놈의 드라마
4.0,야빠인데 보는내내 박병호 응원가 생각나서 집중이 안됨
3.0,실체가 없는 뒤집기는 공허한 멜로디만 남긴다.
3.0,모두의 내면에 조커가 있을까? 내 내면엔 조커가 있다.
4.0,조커에 이입하지 말라며 고래고래 소리지르는 중.
1.5,아이 엠..아..서
3.0,'조커'라는 존재에 대한 근본적 고뇌를 깊이 있게 풀어낸 작품. 하지만 우리가 원했던 건 이게 아닌데
3.0,난 조커한테 뭘 바랐던 건가
4.0,"???: 그니까 포켓몬은 없는거야 병건아...
???: 이거 없다고?"
3.5,제발 이 쇼를 끝내줘
2.5,노래가 문제가 아니였다
2.0,어둠의 라라랜드;
3.0,자기자신을 버린 남자는 매력없어
2.5,허상의 “조커”를 원한 모두에게 원하는 걸 쥐어주지 않는 방법.
4.5,다크라라랜드
4.0,절이 싫어 떠났더니 중 되라고 절이 자꾸 쫓아옴;;
1.5,이도 저도 아닌 예술병
3.0,나의 모든 모습을 사랑받긴 힘들다
3.0,장르 전환의 실패
1.0,"나와 내 그림자.
조커1편과 조커2편."
4.0,근데 호아킨 피닉스는 멋있음
3.0,조커…싱어 가 되…
3.0,스포일러가 있어요!! 보기
1.5,아카데미 시상식의 특별무대를 보는 느낌
3.5,"아서도 테란이야!

연인의 모든 것을 사랑할 줄 알아야겠다"
5.0,시즌3만 안나오면 될듯합니다
2.0,스포일러가 있어요!! 보기
3.0,"염천 커플의 염병천병

레이디가가의 k발라드 뮤비 같았다.. ㅠ"
1.5,안 되
1.5,"보이는 게 노래뿐인 영화는 몰입을 막아섰고,
그 너머엔 무뎌진 감독의 게으름만 보였다."
2.0,생각지도 못한 속편의 변주
4.0,"너무 보기 싫은 것을 너무 잘 만들었다. 작품이 꼭 관객을 자극할 만한 것을 보여주어야 하는 건 아니다. 끊임 없는 담배 연기처럼 어딘가 1편에 비해서는 겉멋 든 느낌이 썩 개운하진 않으면서도, 하나의 이야기를 잘 만들었다는 것은 부정하기 힘들다."
2.5,하하유니버스에 있는 여미새 가오충 조커와 이악물고 노래 부르는 레이디 가가
3.5,"아서 플랙은 조커라는 상징물을 만들고

진짜 싸이코패스는 자신이 조커가 되었다.
(입까지 찍네 ㅋㅋㅋㅋ)

조커는 없다 그저 싸이코 패스 일뿐"
3.5,241004
2.5,24.10.04
4.0,제발 우리 아서 좀 챙겨주세요.. 사랑해주세요..
4.0,"끝까지 누구에게도 소중한 사람이 되어보지못한 아서 필립에게 안쓰러움이 들뿐

그리고 조커를 원하던 고담시에서 조커 응호자들처럼 우리도 원한걸 가지지못해 그들처럼 분노감이 드는 영화"
4.0,"24.10.04

여의도 태형"
1.0,뭐야 내 조커 돌려줘요
3.5,이해가 안되기에 매력적인 빌런을 왜 계속 이해시키려고 하는걸끼?
3.5,캐릭터가 아니라 사람을 연구했군요
4.0,"짜증나고, 지루하고, 진부하다"
3.5,스포일러가 있어요!! 보기
1.0,"재밌어질라그르면 노래부르고
재밌어질라그르면 노래부르고"
2.5,현실을 살아 제발..
2.5,예술병 걸렸네
4.0,스포일러가 있어요!! 보기
3.5,스포일러가 있어요!! 보기
0.5,"삶이란 단조 음악에 잠시 춤추다 가는것
그게 꼭 해피 엔딩이 아닐지라도."
2.5,"그만.
노래 좀 그만해 나는 대화를 하고 싶어."
3.0,결말은 맘에 드는데 흠냐.. 찐따들한테만 개봉하면 안 되나
2.5,범인은 내가 아닌 너라고 잔인하리마치 농락거린다.
2.5,"아서 플렉은 끝까지 자신이길 바랐으나, 세상은 그를 조커라 부르네."
3.5,스포일러가 있어요!! 보기
4.0,"조커와 할리퀸의 로맨스 다큐를 보고싶은게 아니였는데;;
레이디가가는 노래하러 나온건가?
조커 연기만 훌륭했다…😭"
3.5,"메세지는 좋았는데
뮤지컬인줄"
4.0,워어어어 홈런! 워어어어 홈런! 라이온즈 박병호~
2.0,소외계층판 크레이지 엑스 걸프렌드
4.0,스포일러가 있어요!! 보기
2.0,매트릭스 리저렉션의 재림
3.5,많은 미끼를 던져 놓고 노랫소리에 찾아오게 되었지만 너무 신이 나게 부른 탓에 낚시통이 과도하게 넘쳐나 잡은 물고기들이 다 풀려났네
5.0,영화는 종종 부족한 개연성을 뮤지컬적 요소를 활용해 설명하기도 무마하기도 한다.
4.5,아서 플렉의 조커 탈출
2.5,조커가 아닌 아서를 진심으로 걱정해주는 사람은 개리밖에 없었다…
4.5,잠
4.0,"241004

잘 쌓아둔 전작을 망치고, 애매한 뮤지컬 영화를 만들어 둠"
4.0,조커는 그저 우리의 공유 정신병일뿐인가
3.0,"스스로 앞으로 나아가고 있다는 착각에 빠져 돌고 도는 제자리걸음.
법정과 재판이라는 설정으로 그 규모를 제한한 이야기는 더 이상 앞으로 나갈 곳이 없다.
그 지리한 회고는 전 편의 담론만 파편적으로 꺼낼 뿐 그저 텅 빈 목소리로 법정을 배회한다.

그리고 그 끝에 자신들이 파괴해 놓은 아수라장에 지레 겁먹어 그것을 수습하고 숨어버리기에 급급한 모습은 한심하기 짝이 없다.
결국 그들이 그토록 넘어서려고 했던 그 벽만 더 견고해졌을 뿐이다.

그 모든 책임은 그저 캐릭터에 불과한 아서 플렉에게 모두 돌려버리며 화룡점정을 찍는다.

이야기도 없고, 감정도 없고, 캐릭터도 없고 아무런 목적도 보이지 않는 이 텅 빈 아우성은 누구를 위한 것인가.

보다 나갈 걸 그랬다."
3.0,차라리 아서의 고뇌하는 내면을 뚝심 있게 심오한 연출로 보여줬더라면
4.0,"스토리는 굳이 이렇게 엔딩을 끝맺어야 하나 싶다.
하지만 촬영 및 조명은 칭찬받아 마땅하다"
3.5,"* 환상만이 전부인 할리와 환상은 그저 현실을 버티는 수단인 아서. 불협화음속에 사랑을 바란 아서는 너무나 당연히 보답받지 못했다.
* ??: 노래 좀 그만 불러."
3.5,토드 필립스의 조커라면 해야만 했던 이야기
4.5,현실이 개같은 코미디이니 이상을 찾을 수 밖에.
3.5,"차라리 영화 제목이 조커가 아니라
아서 플렉이었다면 납득은 했을텐데..."
4.0,스포일러가 있어요!! 보기
4.0,하다하다 아서까지 노래 좀 그만하란다..
4.5,라라랜드.. 지옥편
4.0,호불호 심하고 다른사람들은 어떻게 봤을지 모르겠지만 나한텐 최고의 슬픔과 공감을 줌최악에서의 빛이 없어졌을때의 무너짐 갸인족 공감 슬픔으로 5점
4.5,"더이상 조커가 아닌 아서플렉이었다
우리는 조커를 보고싶어했지만 영화는 아서플렉을 보여주었고 할리퀸이 딱 관객의 시점이었다

할리퀸은 뮤지컬이라는 쇼라는 망상안에서 조커를 지키고 싶어했지만 그러지 못했다

1편이 조커였다면
2편은 아서플렉이었다
퍼들스만이 진정 아서플렉만을 봐줬다

조커의 농담과 망상
아서플렉의 진실과 현실
농담과 망상이 진실과 현실이 되었고
우리 모두 조커를 원했지만
아서플렉이 된 아서는 결국 모두에게 외면 받는다

---------
24.10.04"
4.5,조커: 여미새가되
4.0,스포일러가 있어요!! 보기
4.0,조커(Route) 2
4.0,스포일러가 있어요!! 보기
4.0,버림받는다 해도 갱생하는 자아와 독을 품은 낭만에 대한 노래.
3.0,모두 조커를 원하면서 두려워한다
4.0,전염된 광기 속에서 울부짖는 노래의 끝은 한낱 꿈에 불과하다.
4.0,"조커가 아니라면 훌륭했겠지만 조커여서 아쉬운..
1편이나 다시 봐야지"
3.5,조커와 할리의 환장할 라라랜드
4.5,"아서의 찢어진 입은
광기의 상징이 아닌
그저 상처일 뿐."
3.5,오히려 비틀어버리는 속편이 매력적
3.5,죽음 앞에서 광대가 못 되
1.0,자기 작품이 악한 사람들의 성경이 되었다면 불태워버려야지
4.5,"아서플렉의 환상속에서 펼쳐진
조커의 단독 콘서트(with 할리 퀸젤)
+ 사운드 트랙 빨리주세욤🥹"
4.0,담배연기도 연기를 하는 듯
1.0,그늘은 그림자로
4.0,스포일러가 있어요!! 보기
4.0,"보기 전엔 할리퀸과 조커의 공유정신병인줄 알았는데, 거기에 더불어 조커를 추종하는 고담시 사람들 그리고 조커에 몰입한 관객들의 공유정신병까지 싸그리 모아서 깨버리는, 상업을 생각하면 절대 하지 않았을 선택을 한 미친(positive) 영화"
4.5,좋든 싫든 감독이 참 용감한듯 오만하다해도 할말없을정도로
3.5,이번엔 날 아서 플렉이라고 소개해 줄래요?
3.0,"그래서 나는 ‘리’가 아니였다고, 확신할 수 있었나."
4.0,"수많은 인셀남들에게 선을 그음.. 그건 좋음
근데 걍 영화가 이상햐.."
2.0,"조커가 되자지 거칠고 숨막히고
아서로 살자니 무능력하고 놀림당하다
택한 선택의 결과"
4.5,결국 초인은 없었다
4.0,조커와 할리퀸이 말아주는 라라랜드
3.5,그들이 열광한 것은 그저 판타지.
3.5,"토드필립스는 조커의 추종자들을 만족시킬 싸구려를 만드는 대신 진짜 아서 플렉의 이야기를 만들었다

다만 그 방식이 뮤지컬이어야 했을지는 유감이다"
3.5,"knock knock
문을 열.. 닫기"
4.0,제발 노래좀 그만 불러라.. 노래 나올때마다 집중이 깨지고 별로였다
3.5,"조커에서 라라랜드를 보다
잔혹한 조커판 사랑이야기
(폴리 아 되는 그냥 사랑이야기다)

리를 위해 타협했지만
타협한곳에는 사랑이 떠난 리뿐이었다

데이미언 셔젤과 호아킨 피닉스의 만남이 기대된다"
3.0,"""너희가 기대하는 조커는 없다."""
2.0,조까
4.0,spending so much time on bullshit
1.0,"‘ 조커 플리 아 되 ’

이 영화는 평이 호불호가 정말 심한 영화이다.
참고로 호보다는 불호가 더 많은 영화이다,
그 불호의 지점이 어떤 지점인지는 영화를 보면 명확하게 느껴진다.
하지만, 나는 극호로 이 영화를 감상했다.

내용과 장르적인 부분에서 ‘ 토드 필립스’ 감독의 뚝심을 확연히
느낄 수 있는데 그 중에서 돋보이는 것은 ‘ 뮤지컬’ 이라는 장르적 선택이다.
이것이 전작을 보신 본 사람들에게 불편한 장면으로
다가올 수 있는 지점이겠지만
적어도 나에겐 ‘ 아서 플렉’ 의 정신병에 대한 면모를
간접 혹은 직접적인 느낌으로 승화시켜주는
역할을 해줘서 전혀 불편함 없이 재밌게 보았다.
연출적으로도 훌륭했고

그리고 ’ 조커 : 폴리 아 되 ‘ 에선 아주 직접적이고 노골적으로
각각의 캐릭터,고담시로 표현된 현실의 사회적 부조리를 정면으로 돌파한다.
이건 전작 ‘ 조커 1 ’ 에서도 많이 보여줬던 부분이다.
’ 조커 1 ‘ 에서 공격 대상은 모두 백인 그리고 상위층 들이다.
’ 조커 2 ‘ 에서 보여지는 사회적 약자는 신체의 결함이 있거나
백인이 아닌 사람, 직업 계급을 두는 등 명확하게 선을 그어 버린다.
하지만, ’ 조커 1 ‘ 에서의 살인 행각으로 인해 사회적 약자들이
도움을 받거나 그런 건 전혀 없었다.
열광하는 건 단지 범죄자들이나 자신이 못하는
범죄행각을 대신 해주는 쾌감을 느끼는 게 전부다.
여기서 그려지는 조커는 단지 절대 히어로 같은 종류가
아닌 인플루언서 살인범죄자 이상 그 이하도 아니다.
그리고 ’ 조커‘ 에 집중 포커스 되기보단 ’ 아서 플렉 ‘ 이라는
인물에 포커싱되어 영화는 진행되어 간다.

‘ 조커 ’ 가 처음 공개되어 나왔을 땐
모방범죄가 될 수있다고 논란이 있었는데
지금은 오히려 속편에서 조커의 광기를 더 확실히 보여줬으면 하는 기대감을 아예 부숴버려 영화를 쓰레기 취급하는 현상이 개인적으로는 되게 재밌었다.

참, 리(할리퀸) 역으로 나오는 레이디 가가도
생각보다는 역할 분량이 그렇게 길지는 않았지만 아주 중요한 역할로
인상 깊었고.

하나하나 시퀀스들이 공들여 만든 티가 나서 좋았다.

물론, 나도 조커의 더 광기 어린 모습을 기대 하지 않았다면 거짓말이고,
이번 영화에서 단점이 여러 군데 보이는 것도 사실이다.

하지만 굳이 단점을 말할 필요까지는 없는 것 같은 작품이라고 말하고 싶다.

이미 수많은 혹평이 올라오고 있고,

개인적으론 그 혹평까지가 이 ‘조커 폴리 아 되’ 라는
영화의 완성이라고 생각하기 때문이다."
4.0,"상상속에 사는 둘만의 순수함,
극성적인 사고로 영화를 진지하고 익살스럽게 이어간다."
2.0,조커: 아서가 되
4.0,1편의 광기를 흐릿하게 만들 뿐 손실이 많았던 할리퀸의 유입. 노래 파트만 싹 걷어내면 보다 깔끔해질 영화
4.5,스포일러가 있어요!! 보기
3.5,내가 사랑했던 조커는...
4.0,"폭력적인  것을 보고 싶었니?
응 이런 정신나간 조커 추종자 같은 녀석
조커도 이 사회의 피해자였을 뿐이야

라고 말하는데 뜨끔하긴함

그래도 날뛰는 조커를 보고싶긴 했음
나도 변태인가봐"
2.0,스포일러가 있어요!! 보기
3.5,불씨를 퍼트리고 불이 안 붙길 바랄 수는 없다. 그림자를 떨쳐낼 수 없듯이.
3.0,조커라는 병
3.5,스포일러가 있어요!! 보기
2.0,"조커는 없습니다
오히려 좋아"
4.5,고담랜드
4.0,"산을 쌓자더니, 이야기가 산으로 가는되"
3.0,너무 현실적인 조커..
4.0,"다소 과한 듯 하면서 클라이막스가 없는 연출, 그리고 기대했던 영화가 아닌 느낌이 이 영화를 관통하는 메시지."
3.5,예술에 성역은 없다
3.0,"카타르시스가 아니라는 듯한 아서의 노래는 조커의 그림자에 묻힌 듯하다, 감정 묘사는 매우 훌륭하다"
3.5,"엄청난 연기
굉장한 감정선
어마어마한 연출
환상의 가창력

들이 개연성을 개나 줘버린 순간 차력쇼가 되어버림"
4.0,이 영화가 혹평 받는 이유는 '조커'가 아닌 '아서 플렉'을 보여주었기 때문
2.5,"실패한 예술가란, 막을 내려가야 한다는 것."
4.0,정신병자 둘
3.5,"조커는 인물이 아니라 상징이라는 결론.
조커는 공유되고 누구나 조커가 안에 있다."
4.0,광대 뮤직비디오
3.0,아서 조커 못 되
3.0,스포일러가 있어요!! 보기
3.5,"영화 마지막에 조커에게 실망한 그들과 마찬가지로 내가 기대했던 조커의 모습은 아니었지만 조커라는 영화가 보여주고자했던 인간 아서, 조커라는 캐릭터가 실존하는 것처럼 느껴지게 하기엔 충분했다."
3.0,/20241004 cgv 천안 펜타포트
4.0,"조커의 몰락, 그 안에 아서 플렉의 민낯
시대를 부정하는 이들에겐 영웅의 몰락, 기대함의 실망이 곧, 관객들의 낮은 평점"
2.5,"1편이 폭발은 예술이란 말을 보여준 영화였다면,
폭발은 재앙인 현실을 보여준게 이번 영화였던 것 같다.
배트맨 속 조커의 난장을 기대했다면 실망할 영화이지만(어떤 유튜버는 그런걸 기대하고 예고편 해석을 만들었던데…), 조커라는 캐릭터의 깊이를 감독의 해석대로 더하는 것엔 성공하지 않았나 싶다."
3.0,임재범과 아이유가 부르는 2억달러 짜리 학교종이 땡땡땡 뮤직비디오
3.5,노래만 좀 덜 부르지
3.0,스포일러가 있어요!! 보기
2.5,노래는 좋으나 영화가 좋지는 않네.
3.5,"조크는 만연하지만, 조커는 없다."
4.0,스포일러가 있어요!! 보기
4.0,아닌건 아니야…
3.0,"아서가 1편에서 머레이라는 가상의 아버지에게 버려지는 죽음을 경험했다면
2편에서는 할리퀸이라는 가상의 어머니에게 버려지는 죽음을 경험하며
조커가 완성된다.
아버지는 죽여버렸고 어머니에겐 버려졌지만. 아서는 자신이 어머니를 죽였음을 고백한다.
망상 속 선한 아서는 죽었다."
3.5,저는 노래하지 않으면 안되는 병이 있어요…
4.0,"그만하라는 말은 자신에게 하는말이었던거고 망상부터 그녀까지 하나였기에 통째로 떠나간게 아니었을까
조커에겐 할리퀸이 필요하니까
조커도 사랑도 그만하기로 아서가 선택한거지"
4.0,여자 조심
4.0,"조커는 예수, 즉 이데아다. (스포주의)
아서가 세상을 인식하는 방식은 마치 서양 사상사처럼 변했다.
[1편]
아서가 총을 쥐기 전에 인식하는 세상은, 플라톤의 이데아론이 사상을 지배하기 전의 시대를 상징한다. 고담의 거리는 무법지대이다. 각자의 주장이 끝없이 충동하면서 각자의 계급에 맞게 생계를 이어가고 있다.
아서가 총을 갖게 되는 것은 이데아의 도입을 상징한다. 세상의 모든 부조리, 불확실성, 혼돈이 ‘이데아’의 도입으로 간단하게 해결된다. 아서를 괴롭히던 수많은 사람들을 단 한번의 총질로 처리할 수 있던 것처럼 말이다.
그 후 아서는 ”조커“가 되면서, 수천년 간 유럽을 지배해온 예수와 같은 존재가 된다. 생방송에서 머레이에게 총을 쏘는 장면은 십자가에 매달린 예수처럼 군중에게 모든 부조리를 타파할 신화가 되어 다가온다.
이에 조커 가면을 쓴 ”십자군“은 이제 그들의 이데아를 위해 도시의 모든 것을 파괴하기 시작한다.
[2편]
폴리 아 되의 첫 장면에 우울감에 휩싸인 아서는 페스트를 거치는 중세 암흑기를 상징한다고도 볼 수 있다.
그 와중에 마주친 리와 사랑에 빠지며, 인본주의와 르네상스의 시대를 맞이한다. 리는 본인이 이루지 못한 이상을 이룬 조커를 동경하는데, 이는 과학을 통해서 이데아를 이룰 수 있다고 믿은 20세기의 과학 만능주의를 연상시킨다. 이는 결국 인문학, 즉 변호사의 도움 없이 법정, 즉 세상을 바꾸겠다는 생각까지 이르게 된다. 조커가 연극 톤으로 변호사 흉내를 내며 법정에서 본인의 재판을 망쳐가는 것은, 인문학을 무시하고 과학과 기독교적 이데아가 날뛰던 우생학의 시대가 결국 인류를 스스로 망쳐가고 있는 모습을 드러낸다. 결국 그의 폭주는 다른 세계와 사상(이슬람, 동양철학, 불교, 페미니즘, 자연주의)들의 충돌을 야기하며, 교도관에게 폭행당하며 본인을 다시 한 번 성찰하게 된다.
그는 결국 이데아 즉 조커를 내려놓고, 인간 아서 플렉으로서 본인의 살인을 후회하기 시작한다. 모든 것이 본인이 자초한 일이며, 그에 대한 책임을 지겠다고 하기 시작하는 것은 20세기 실존주의의 도래를 상징한다. 한 명의 나약한 인간인 나를 인정하고, 그와 동시에 나의 선택이 모든 것을 바꾸며, 본인이 한 행위의 결과는 온전히 본인의 책임이라는 것을 직시하기 시작했다. 하지만 대중은 이데아를 상실하면서 혼란에 빠지다 폭발하고 분노하기 시작한다. 아서를 다시 조커로 옹위하기 위해 데려가는 모습은 다시 이데아를 찾아 종교 극단주의로 회귀하려고 하는 일부 국가와 대중을 상징한다.
하지만 아서는 죽었다. 극단주의자들은 이데아를 되찾으려다 실패하고, 이데아를 본인 입맛대로 수정하며, 무참히 파괴하고 훼손한 것이다.
영화는 끝났으며, 조커가 죽은 지금이 현실이다. 우리는 이제 어떻게 살아야 하는가? 최근 인기를 끄는 해외 소설들은 실존주의 사조가 많다. 이데아는 간편하지만 이데아에서 빠져나오려면 무자비한 자기 비판과 혼돈에 빠져야 한다. 결국은 영화는 실존주의적 메시지를 던져주면서 우리는 하나의 나약한 인간이면서, 주변에 너무나도 휩쓸리기 쉬운 대중이고, 의도치 않게 사람들에게 왜곡된 이미지를 갖게 될 수 있다. 하지만 결국 나의 내면을 직시하고, 서로 사랑하고 연민의 마음을 가지며, 굳은 결의를 갖고 나의 모든 선택에 온전히 책임을 지는 인간이 되어야 할 것이다."
5.0,스포일러가 있어요!! 보기
4.5,"2시간 반 동안 공을 들여 천천히 버려지는 아서 플렉. 저마다의 환상을 한 인물에 뒤집어 씌우고, 본인은 또 그것이 자신이라 착각하는 답 없는 조합에 대한 냉소."
3.5,엔팁이 되고싶었던 인프피 조커
3.5,조커의 허황된 짝사랑 이야기 근데 이제 뮤지컬을 곁들인..
4.5,"뮤지컬이라는 장르를 이 영화에서 뺏다면 어땠을까

현실과 상상의 장면 전환 연출이
너무 많아서 헷갈리는 부분도 많음

배우랑 캐릭터가 아까움"
4.0,"가면 쓴 나를 좇는 사람들과
가면 속 나를 쫓는 사람들"
3.0,"자기 있는 그대로를 인정 받고싶던 사람의 마지막 발악
하지만, 인정을 받기엔 그는 너무 많은 환상을 남에게 줬고, 그게 자신에게 다시 화살이 되어 돌아왔다"
5.0,안 되..
4.0,예술영화의 비애
5.0,"새로운 형태의 조커 시놉시스를 만들어낸 토드필립스와 호아킨 피닉스

개인적으로 아서플렉의 정신상태와 대인관계에 집중해서 보다보니 장면 하나하나가 매우 흥미로웠음.

반대로 조커를 기다리며 보다보면 재미없고 노래듣기가 지루해질 수도 있음.

다행히 감독은 보기만해도 부끄러운 주인공의 망상질을 1편부터 꾸준히 보여주었음. 이를 통해 하루빨리 주인공에게 정을 떼라는 신호를 계속해서 보내준걸지도 모름."
3.5,나 그냥 가가 여친할께.
2.5,"""아서 플렉의 본 모습은 누구인가""라는 질문에
토드 필립스 감독은 다른 답을 내놨다."
4.0,현실과 환상의 경계에서 끊임없이 줄다리기를 하다
2.0,"쇼의 완벽한 주인공을 원하는 관객들과, 인간 아서 플렉의 이야기."
2.5,"호불호가 굉장히 갈려서 걱정했는데 나는 호.
낮고 무거운 배경음악에 위압감을 느껴 영화 내내 긴장했다.
노래 좀 그만하라는 평이 많던데 초반 빌드업이 잘 쌓여졌다 느껴서인지 거슬리지 않았고 오히려 아서 플렉의 정신상태에 더 몰입되는 느낌이 들었다.

다만 조커1 만큼의 센세이션을 기대한다면 실망할 수도
1은 1대로의 느낌이 있고 2는 또 2대로의 느낌이라 생각한다면 좋겠다.
맞는 비유인지 모르겠지만 장르가 다른느낌
2는 1이 아니다."
2.5,흘러넘치는 광기로 포장한 비극적인 코미디쇼.
3.0,"겉 모습만 보고 박수치고 기대하고
나의 모습을 보였을때 멋대로 기대한 기대치만큼
사람들의 반응이 비수처럼 날아든다"
2.0,"멀리서 보고 싶은 희극, 가까이서 봐야하는 비극"
2.0,"환상속에 있어 다가설 수 없는 나에게 너를 보여줘
조금만 다가서도 멀어지는 나의 사랑 나의 꿈"
2.5,내가 조커1을 보고 광적으로 흥분했던 건 아서플렉이 아닌 조커를 향해 열광을 했던 거였구나.. 고담시의 조커 추종자들과 난 다를게 없다
3.0,"실체없는 허약한 악을 반성이 아닌 분노로 거대화하는 보고싶은 것만 보려하는 군중에 대한 총성

통쾌하다"
3.0,스포일러가 있어요!! 보기
0.5,"예상대로 흘러가는 뻔한 영화가 아니었다. 그렇지만 그게 반드시 좋은 영화를 만들지는 않는 것 같다.

뮤지컬 영화와 범죄 영화를 합하는 시도는 참신했으나, 나는 이 영화에서 양쪽 다 장르적 재미를 느끼진 못했다."
2.0,우스꽝스러운 저질 악당이 당하는 슬랩스틱 코메디 카툰
4.0,우리가 셀 수 없을 정도로 이 영화를 분석하고 레퍼런스로 고르지만 우리가 진짜 ‘조커’가 될 수 없는 이유
2.5,대중들은 아서플렉은 뒤로한 채 조커 자체에만 열광한다. 대중과 아서플렉을 조커로 만든 사회와 조커에만 열광하는 대중은 무엇이 다른가 이 영화는 아서플렉이랑 한 인간 개인의 영화다
